,食物成分表,,,,,,,,,,,,,,,,,,
序号,名  称,可食部分,能量,水分,蛋白质,脂肪,膳食纤维,碳水化物,维生素A,维生素B1,维生素B2,烟酸,维生素E,钠,钙,铁,类别,维生素C,胆固醇
585,瓦罐鸡汤（肉）,100,190,63.2999992370605,20.8999996185303,9.5,0,5.19999980926514,63,0.00999999977648258,0.209999993443489,0.5,1.08000004291534,201.199996948242,16,1.89999997615814,52,0,0
586,烧鹅,73,289,52.7999992370605,19.7000007629395,21.5,0,4.19999980926514,9,0.0900000035762787,0.109999999403954,3.59999990463257,0.0700000002980232,240,91,3.79999995231628,52,0,116
587,瓦罐鸡汤（汤）,100,408,0,1.29999995231628,2.40000009536743,0,95.1999969482422,0,0.00999999977648258,0.0700000002980232,0,0.209999993443489,251.399993896484,2,0.300000011920929,52,0,24
588,乌鸦肉（老鸦）,100,136,70.6999969482422,21,4.59999990463257,0,2.59999990463257,0,0.0199999995529652,0,0,0,0,0,0,52,0,131
589,喜鹊肉,100,128,71.3000030517578,23.2000007629395,3.59999990463257,0,0.800000011920929,0,0,0,0,0,0,0,0,52,0,112
590,鸭,68,240,63.9000015258789,15.5,19.7000007629395,0,0.200000002980232,52,0.0799999982118607,0.219999998807907,4.19999980926514,0.270000010728836,69,6,2.20000004768372,52,0,94
591,鸭（北京填鸭）,75,424,45,9.30000019073486,41.2999992370605,0,3.90000009536743,30,0,0,4.19999980926514,0.529999971389771,45.5,15,1.60000002384186,52,0,96
592,鸭（公麻鸭）,63,360,47.9000015258789,14.3000001907349,30.8999996185303,0,6.09999990463257,238,0.0500000007450581,0.109999999403954,0,0.129999995231628,61.5999984741211,4,3,52,0,143
593,鸭（母麻鸭）,75,461,40.2000007629395,13,44.7999992370605,0,1.39999997615814,476,0.0599999986588955,0.0900000035762787,0,0.600000023841858,48.7999992370605,9,2.90000009536743,52,0,132
594,鸭肠,53,129,77,14.1999998092651,7.80000019073486,0,0.400000005960464,0,0.0199999995529652,0.219999998807907,3.09999990463257,0,32,31,2.29999995231628,52,0,187
595,鸭翅,67,146,70.5999984741211,16.5,6.09999990463257,0,6.30000019073486,0,0.0199999995529652,0.159999996423721,2.40000009536743,0,53.5999984741211,20,2.09999990463257,52,0,49
596,鸭肝,100,128,76.3000030517578,14.5,7.5,0,0.5,1040,0.259999990463257,1.04999995231628,6.90000009536743,1.4099999666214,87.1999969482422,18,23.1000003814697,52,0,341
597,鸭肝（公麻鸭）,100,136,69.8000030517578,14.6999998092651,4.09999990463257,0,10.1000003814697,0,0.150000005960464,0.340000003576279,0,0.25,99.3000030517578,1,35.0999984741211,52,0,313
598,鸭肝（母麻鸭）,100,113,73.5,16.7999992370605,2.5,0,5.90000009536743,4675,0.349999994039536,0.649999976158142,0,1.11000001430511,107.5,1,50.0999984741211,52,0,252
599,盐水鸭（熟）,81,312,51.7000007629395,16.6000003814697,26.1000003814697,0,2.79999995231628,35,0.0700000002980232,0.209999993443489,2.5,0.419999986886978,1557.5,10,0.699999988079071,52,0,81
600,鸭皮,100,538,28.1000003814697,6.5,50.2000007629395,0,15.1000003814697,21,0.00999999977648258,0.0399999991059303,1,0,26.2000007629395,6,3.09999990463257,52,0,46
601,鸭肉（胸脯肉）,100,90,78.5999984741211,15,1.5,0,4,0,0.00999999977648258,0.0700000002980232,4.19999980926514,1.98000001907349,60.2000007629395,6,4.09999990463257,52,0,0
602,鸭舌（鸭条）,61,245,62.5999984741211,16.6000003814697,19.7000007629395,0,0.400000005960464,35,0.00999999977648258,0.209999993443489,1.60000002384186,0.230000004172325,81.5,13,2.20000004768372,52,0,118
603,鸭肫,93,92,77.8000030517578,17.8999996185303,1.29999995231628,0,2.09999990463257,6,0.0399999991059303,0.150000005960464,4.40000009536743,0.209999993443489,69.1999969482422,12,4.30000019073486,52,0,153
604,鸭肫（公麻鸭）,100,112,72.5999984741211,19.7999992370605,1.20000004768372,0,5.40000009536743,0,0.0500000007450581,0.0799999982118607,0,0.119999997317791,70.0999984741211,2,3.90000009536743,52,0,291
605,鸭肫（母麻鸭）,100,126,72.9000015258789,20.3999996185303,4.19999980926514,0,1.60000002384186,102,0.0399999991059303,0.0900000035762787,0,0.119999997317791,69,1,4,52,0,191
606,鸭心,100,143,74.5,12.8000001907349,8.89999961853027,0,2.90000009536743,24,0.140000000596046,0.870000004768372,8,0.810000002384186,86.1999969482422,20,5,52,0,120
607,鸭血（白鸭）,100,58,85,13.6000003814697,0.400000005960464,0,0,0,0.0599999986588955,0.0599999986588955,0,0.340000003576279,173.600006103516,5,30.5,52,0,95
608,鸭血（公麻鸭）,100,56,85.0999984741211,13.1999998092651,0.400000005960464,0,0,57,0.0500000007450581,0.0299999993294477,0,0.100000001490116,198.600006103516,3,31.7999992370605,52,0,95
609,鸭血（母麻鸭）,100,55,85.5999984741211,13.1000003814697,0.300000011920929,0,0,110,0.0500000007450581,0.0700000002980232,0,0.100000001490116,175.199996948242,2,39.5999984741211,52,0,95
610,鸭胰,97,117,72.5999984741211,21.7000007629395,2.90000009536743,0,1,6,0.0199999995529652,0.779999971389771,3.20000004768372,0,55.7000007629395,20,1.89999997615814,52,0,230
611,鸭掌,59,150,64.6999969482422,13.3999996185303,1.89999997615814,0,19.7000007629395,11,0,0.170000001788139,1.10000002384186,0,61.0999984741211,24,1.29999995231628,52,0,36
612,炸鸡（肯德鸡）,70,279,49.4000015258789,20.2999992370605,17.2999992370605,0,10.5,23,0.0299999993294477,0.170000001788139,16.7000007629395,6.44000005722046,755,109,2.20000004768372,52,0,198
613,白脱（食用，牛油黄油）,100,742,17.7000007629395,0,82.6999969482422,0,0,534,0.00999999977648258,0.0599999986588955,0.100000001490116,3.71000003814697,18,1,1,53,0,152
614,冰淇淋粉,100,396,2.5,14.5,3.5,0,76.6999969482422,62,0.0799999982118607,0.409999996423721,0.300000011920929,0,180.600006103516,539,1.20000004768372,53,0,86
615,果味奶,100,20,95.5,1.89999997615814,0.800000011920929,0,1.39999997615814,0,0.00999999977648258,0.0199999995529652,0,0,37.4000015258789,88,0.100000001490116,53,0,18
616,黄油,100,892,0.5,1.39999997615814,98.8000030517578,0,0,0,0,0.0199999995529652,0,0,40.2999992370605,35,0.800000011920929,53,0,296
617,黄油渣,100,599,4.69999980926514,11.1000003814697,43.7999992370605,0,40,0,0.0299999993294477,0.469999998807907,0.400000005960464,0,60.2000007629395,597,2.59999990463257,53,0,150
618,炼乳（罐头，甜）,100,332,26.2000007629395,8,8.69999980926514,0,55.4000015258789,41,0.0299999993294477,0.159999996423721,0.300000011920929,0.280000001192093,211.899993896484,242,0.400000005960464,53,0,36
619,奶豆腐（鲜）,100,305,31.8999996185303,46.2000007629395,7.80000019073486,0,12.5,0,0.00999999977648258,0.689999997615814,0.699999988079071,0,90.1999969482422,597,3.09999990463257,53,0,36
620,奶豆腐（脱脂）,100,343,14.6999998092651,53.7000007629395,2.5,0,26.5,0,0.0299999993294477,0.270000010728836,0.400000005960464,0,55.4000015258789,360,12.3999996185303,53,0,36
621,奶疙瘩（奶酪干，干酸奶）,100,426,8.89999961853027,55.0999984741211,15,0,17.7000007629395,0,0.0500000007450581,0.239999994635582,0.800000011920929,0,79.3000030517578,730,18.7000007629395,53,0,51
622,奶酪（干酪）,100,328,43.5,25.7000007629395,23.5,0,3.5,152,0.0599999986588955,0.910000026226044,0.600000023841858,0.600000023841858,584.599975585938,799,2.40000009536743,53,0,11
623,奶片,100,472,3.70000004768372,13.3000001907349,20.2000007629395,0,59.2999992370605,75,0.0500000007450581,0.200000002980232,1.60000002384186,0.0500000007450581,179.699996948242,269,1.60000002384186,53,0,65
624,奶皮子,100,460,36.9000015258789,12.1999998092651,42.9000015258789,0,6.30000019073486,0,0.0199999995529652,0.230000004172325,0.200000002980232,0,2.29999995231628,818,1.29999995231628,53,0,78
625,奶油,100,720,18,2.5,78.5999984741211,0,0.699999988079071,1042,0,0.0500000007450581,0.100000001490116,66.0100021362305,29.6000003814697,1,0.699999988079071,53,0,168
626,奶油（焦克）,100,447,48.0999984741211,3.59999990463257,48.2999992370605,0,0,0,0.0500000007450581,0.159999996423721,0.200000002980232,0,41.0999984741211,202,1,53,0,92
627,奶油（食用工业）,100,503,43.4000015258789,1.10000002384186,55.5,0,0,345,0.00999999977648258,0.159999996423721,0.100000001490116,2.19000005722046,190.800003051758,20,0.100000001490116,53,0,103
628,牛乳（牦牛乳）,100,112,75.3000030517578,2.70000004768372,3.29999995231628,0,17.8999996185303,0,0.0299999993294477,0,0,0,0,0,0,53,0,76
629,牛乳,100,54,89.8000030517578,3,3.20000004768372,0,3.40000009536743,24,0.0299999993294477,0.140000000596046,0.100000001490116,0.209999993443489,37.2000007629395,104,0.300000011920929,53,0,15
630,牛乳（西德牛）,100,60,88.0999984741211,3.09999990463257,3,0,5.09999990463257,13,0.119999997317791,0.159999996423721,0,0,45.7999992370605,114,0.100000001490116,53,0,32
631,牛乳（强化VA，VD）,100,51,89,2.70000004768372,2,0,5.59999990463257,66,0.0199999995529652,0.0799999982118607,0.100000001490116,0,42.5999984741211,140,0.200000002980232,53,0,0
632,牛乳（美国牛）,100,59,88.5999984741211,2.90000009536743,3.20000004768372,0,4.59999990463257,9,0.129999995231628,0.180000007152557,0,0,40.2000007629395,108,0.100000001490116,53,0,26
633,牛乳（原料奶）,100,50,90,4.09999990463257,2.5,0,2.70000004768372,0,0.0199999995529652,0.0900000035762787,0.200000002980232,0,28.7999992370605,77,0.699999988079071,53,0,9
634,牛乳粉（母乳化奶粉）,100,510,2.90000009536743,14.5,27.1000003814697,0,51.9000015258789,303,0.349999994039536,1.1599999666214,0.5,0.180000007152557,168.699996948242,251,8.30000019073486,53,0,0
635,牛乳粉（强化维生素，多维奶粉）,100,484,2.79999995231628,19.8999996185303,22.7000007629395,0,49.9000015258789,77,0.280000001192093,6.67999982833862,0.5,0.479999989271164,567.799987792969,1797,1.39999997615814,53,0,68
636,牛乳粉（全脂）,100,478,2.29999995231628,20.1000003814697,21.2000007629395,0,51.7000007629395,141,0.109999999403954,0.730000019073486,0.899999976158142,0.479999989271164,260.100006103516,676,1.20000004768372,53,0,110
637,牛乳粉（全脂，速溶）,100,466,2.29999995231628,19.8999996185303,18.8999996185303,0,54,272,0.0799999982118607,0.800000011920929,0.5,1.28999996185303,247.600006103516,659,2.90000009536743,53,0,71
638,牛乳粉（婴儿奶粉）,100,443,3.70000004768372,19.7999992370605,15.1000003814697,0,57,28,0.119999997317791,1.25,0.400000005960464,3.28999996185303,9.39999961853027,998,5.19999980926514,53,0,91
639,酸酪蛋,100,443,11.1999998092651,40.4000015258789,20.3999996185303,0,24.3999996185303,0,0.0500000007450581,0.439999997615814,1,0,130.800003051758,756,20.6000003814697,53,0,120
640,酸奶,100,72,84.6999969482422,2.5,2.70000004768372,0,9.30000019073486,26,0.0299999993294477,0.150000005960464,0.200000002980232,0.119999997317791,39.7999992370605,118,0.400000005960464,53,0,15
641,酸奶（高蛋白）,100,62,86.5999984741211,3.20000004768372,2.20000004768372,0,7.30000019073486,0,0.0700000002980232,0.0799999982118607,0.100000001490116,0,43,161,0,53,0,15
642,酸奶（果料酸奶),100,67,84.4000015258789,3.09999990463257,1.39999997615814,0,10.3999996185303,19,0.0299999993294477,0.189999997615814,0.100000001490116,0.680000007152557,32.5,140,0.400000005960464,53,0,15
643,酸奶（桔味，脱脂）,100,48,87.5999984741211,3.20000004768372,0.300000011920929,0,8.19999980926514,1,0.0199999995529652,0.209999993443489,0.100000001490116,0.0299999993294477,2.59999990463257,89,0.200000002980232,53,0,15
644,酸奶（脱脂酸奶）,100,57,85.5,3.29999995231628,0.400000005960464,0,10,0,0.0199999995529652,0.100000001490116,0.100000001490116,0,27.7000007629395,146,0.100000001490116,53,0,15
645,酸奶（中脂）,100,64,85.8000030517578,2.70000004768372,1.89999997615814,0,9,32,0.0199999995529652,0.129999995231628,0.100000001490116,0.129999995231628,13,81,0,53,0,15
646,羊乳（鲜）,100,59,88.9000015258789,1.5,3.5,0,5.40000009536743,84,0.0399999991059303,0.119999997317791,2.09999990463257,0.189999997615814,20.6000003814697,82,0.5,53,0,31
647,羊乳粉（全脂）,100,498,1.39999997615814,18.7999992370605,25.2000007629395,0,49,0,0.0599999986588955,1.60000002384186,0.899999976158142,0.200000002980232,0,0,0,53,0,75
648,鹌鹑蛋,86,160,73,12.8000001907349,11.1000003814697,0,2.09999990463257,337,0.109999999403954,0.490000009536743,0.100000001490116,3.07999992370605,106.599998474121,47,3.20000004768372,54,0,515
649,鹌鹑蛋（五香罐头）,89,152,74.4000015258789,11.6000003814697,11.6999998092651,0,0,98,0.00999999977648258,0.0599999986588955,0.300000011920929,5.34000015258789,711.5,157,2.59999990463257,54,0,480
650,鹅蛋,87,196,69.3000030517578,11.1000003814697,15.6000003814697,0,2.79999995231628,192,0.0799999982118607,0.300000011920929,0.400000005960464,4.5,90.5999984741211,34,4.09999990463257,54,0,704
651,鹅蛋白,100,48,87.1999969482422,8.89999961853027,0,0,3.20000004768372,7,0.0299999993294477,0.0399999991059303,0.300000011920929,0.340000003576279,77.3000030517578,4,2.79999995231628,54,0,0
652,鹅蛋黄,100,324,50.0999984741211,15.5,26.3999996185303,0,6.19999980926514,1977,0.0599999986588955,0.589999973773956,0.600000023841858,95.6999969482422,24.3999996185303,13,2.79999995231628,54,0,1696
653,鸡蛋（白皮）,87,138,75.8000030517578,12.6999998092651,9,0,1.5,310,0.0900000035762787,0.310000002384186,0.200000002980232,1.23000001907349,94.6999969482422,48,2,54,0,585
654,鸡蛋（红皮）,88,156,73.8000030517578,12.8000001907349,11.1000003814697,0,1.29999995231628,194,0.129999995231628,0.319999992847443,0.200000002980232,2.28999996185303,125.699996948242,44,2.29999995231628,54,0,585
655,鸡蛋白,100,60,84.4000015258789,11.6000003814697,0.100000001490116,0,3.09999990463257,0,0.0399999991059303,0.310000002384186,0.200000002980232,0.00999999977648258,79.4000015258789,9,1.60000002384186,54,0,0
656,鸡蛋白（乌骨鸡）,87,44,88.4000015258789,9.80000019073486,0.100000001490116,0,1,0,0,0.310000002384186,0.100000001490116,0,165.100006103516,9,0,54,0,0
657,鸡蛋蛋白粉,100,367,7.19999980926514,47.5,4.80000019073486,0,33.5,0,0,0,0,0,0,0,0,54,0,0
658,鸡蛋粉（全蛋粉）,100,545,2.5,43.4000015258789,36.2000007629395,0,11.3000001907349,525,0.0500000007450581,0.400000005960464,0,11.5600004196167,393.200012207031,954,10.5,54,0,2251
659,鸡蛋黄,100,328,51.5,15.1999998092651,28.2000007629395,0,3.40000009536743,438,0.330000013113022,0.28999999165535,0.100000001490116,5.05999994277954,54.9000015258789,112,6.5,54,0,1510
660,鸡蛋黄（乌骨鸡）,100,263,57.7999992370605,15.1999998092651,19.8999996185303,0,5.69999980926514,179,0.0700000002980232,0.360000014305115,0.100000001490116,7.6399998664856,57.2000007629395,107,0.5,54,0,2057
661,鸡蛋黄粉（蛋黄粉）,100,644,4.59999990463257,31.6000003814697,55.0999984741211,0,5.30000019073486,776,0,0.25,0,14.4300003051758,89.8000030517578,266,10.6000003814697,54,0,2850
662,松花蛋（鸡）,83,178,66.4000015258789,14.8000001907349,10.6000003814697,0,5.80000019073486,310,0.0199999995529652,0.129999995231628,0.200000002980232,1.05999994277954,0,26,3.90000009536743,54,0,595
663,松花蛋（鸭，皮蛋）,90,171,68.4000015258789,14.1999998092651,10.6999998092651,0,4.5,215,0.0599999986588955,0.180000007152557,0.100000001490116,3.04999995231628,542.700012207031,63,3.29999995231628,54,0,608
664,鸭蛋,87,180,70.3000030517578,12.6000003814697,13,0,3.09999990463257,261,0.170000001788139,0.349999994039536,0.200000002980232,4.98000001907349,106,62,2.90000009536743,54,0,565
665,鲍鱼（杂色鲍）,65,84,77.5,12.6000003814697,0.800000011920929,0,6.59999990463257,24,0.00999999977648258,0.159999996423721,0.200000002980232,2.20000004768372,2011.69995117188,266,22.6000003814697,62,0,242
666,鲍鱼（干）,100,322,18.2999992370605,54.0999984741211,5.59999990463257,0,13.6999998092651,28,0.0199999995529652,0.129999995231628,7.19999980926514,0.850000023841858,2316.19995117188,143,6.80000019073486,62,0,0
667,蛏干（蛏子缢，蛏青子）,100,340,12.1999998092651,46.5,4.90000009536743,0,27.3999996185303,20,0.0700000002980232,0.310000002384186,5.09999990463257,0.409999996423721,1175,107,88.8000030517578,62,0,469
668,蛏子,57,40,88.4000015258789,7.30000019073486,0.300000011920929,0,2.09999990463257,59,0.0199999995529652,0.119999997317791,1.20000004768372,0.589999973773956,175.899993896484,134,33.5999984741211,62,0,131
669,淡菜（干）,100,355,15.6000003814697,47.7999992370605,9.30000019073486,0,20.1000003814697,36,0.0399999991059303,0.319999992847443,4.30000019073486,7.34999990463257,779,157,12.5,62,0,493
670,淡菜（鲜）,49,80,79.9000015258789,11.3999996185303,1.70000004768372,0,4.69999980926514,73,0.119999997317791,0.219999998807907,1.79999995231628,14.0200004577637,451.399993896484,63,6.69999980926514,62,0,123
671,干贝,100,264,27.3999996185303,55.5999984741211,2.40000009536743,0,5.09999990463257,11,0,0.209999993443489,2.5,1.52999997138977,306.399993896484,77,5.59999990463257,62,0,348
672,海蛎肉,100,66,85.5999984741211,8.39999961853027,2.29999995231628,0,2.90000009536743,0,0.0299999993294477,0.0700000002980232,1.70000004768372,7.65999984741211,194,167,5.40000009536743,62,0,0
673,海参,93,262,18.8999996185303,50.2000007629395,4.80000019073486,0,4.5,39,0.0399999991059303,0.129999995231628,1.29999995231628,0,4967.7998046875,0,9,62,0,62
674,海参（水浸）,100,24,93.5,6,0.100000001490116,0,0,11,0,0.0299999993294477,0.300000011920929,0,80.9000015258789,240,0.600000023841858,62,0,51
675,海参（鲜）,100,71,77.0999984741211,16.5,0.200000002980232,0,0.899999976158142,0,0.0299999993294477,0.0399999991059303,0.100000001490116,3.14000010490417,502.899993896484,285,13.1999998092651,62,0,51
676,海蜇皮,100,33,76.5,3.70000004768372,0.300000011920929,0,3.79999995231628,0,0.0299999993294477,0.0500000007450581,0.200000002980232,2.13000011444092,325,150,4.80000019073486,62,0,8
677,海蜇头,100,74,69,6,0.300000011920929,0,11.8000001907349,14,0.0700000002980232,0.0399999991059303,0.300000011920929,2.8199999332428,467.700012207031,120,5.09999990463257,62,0,10
678,蛤蜊,45,31,91,5.80000019073486,0.400000005960464,0,1.10000002384186,19,0.00999999977648258,0.100000001490116,0.5,0.860000014305115,317.299987792969,138,2.90000009536743,62,0,156
679,蛤蜊（花蛤）,46,45,87.1999969482422,7.69999980926514,0.600000023841858,0,2.20000004768372,23,0,0.129999995231628,1.89999997615814,0.509999990463257,309,59,6.09999990463257,62,0,63
680,蛤蜊（毛蛤蜊）,25,97,75.5999984741211,15,1,0,7.09999990463257,0,0.00999999977648258,0.140000000596046,1.39999997615814,3.53999996185303,363,137,15.3000001907349,62,0,113
681,蛤蜊（秋）,26,89,76.4000015258789,15.6000003814697,0.699999988079071,0,5,0,0.0299999993294477,0.200000002980232,1.79999995231628,17.8999996185303,492.299987792969,177,22,62,0,180
682,蛤蜊（沙蛤）,50,56,86.5999984741211,8.89999961853027,1.89999997615814,0,0.800000011920929,0,0.00999999977648258,0.00999999977648258,1.70000004768372,2.25999999046326,577.700012207031,111,6.5,62,0,74
683,蛤蜊（杂色蛤）,40,53,87.6999969482422,7.5,2.20000004768372,0,0.800000011920929,0,0.00999999977648258,0.209999993443489,1.5,3.85999989509583,494.600006103516,177,12.6999998092651,62,0,106
684,蚶子（银蚶）,27,71,82.6999969482422,12.1999998092651,1.39999997615814,0,2.29999995231628,0,0,0.0599999986588955,0.899999976158142,0.550000011920929,280.100006103516,49,7.30000019073486,62,0,89
685,河蚌,23,36,89.8000030517578,6.80000019073486,0.600000023841858,0,0.800000011920929,202,0.00999999977648258,0.129999995231628,1,1.36000001430511,28.7000007629395,306,3.09999990463257,62,0,57
686,河蚬（蚬子）,35,47,88.5,7,1.39999997615814,0,1.70000004768372,37,0.0799999982118607,0.129999995231628,1.39999997615814,0.379999995231628,18.3999996185303,39,11.3999996185303,62,0,257
687,螺（东风螺，黄螺）,43,106,70.6999969482422,19.7999992370605,1,0,4.5,2,0.0599999986588955,1.01999998092651,2.09999990463257,0.330000013113022,129.399993896484,55,3.29999995231628,62,0,0
688,螺（红螺）,55,119,68.6999969482422,20.2000007629395,0.899999976158142,0,7.59999990463257,50,0,0.46000000834465,0.200000002980232,20.7000007629395,219.600006103516,539,5.30000019073486,62,0,0
689,螺蛳,37,59,83.3000030517578,7.5,0.600000023841858,0,6,0,0,0.280000001192093,2,0.430000007152557,252.600006103516,156,1.39999997615814,62,0,86
690,螺（石螺）,27,91,75.1999969482422,12.8000001907349,0.699999988079071,0,8.19999980926514,0,0.0199999995529652,0.200000002980232,0.699999988079071,1.57000005245209,13,2458,9,62,0,198
691,螺（田螺）,26,60,82,11,0.200000002980232,0,3.59999990463257,0,0.0199999995529652,0.189999997615814,2.20000004768372,0.75,26,0,19.7000007629395,62,0,154
692,螺（香海螺）,59,163,61.5999984741211,22.7000007629395,3.5,0,10.1000003814697,0,0,0.239999994635582,3.29999995231628,7.17000007629395,278.899993896484,91,3.20000004768372,62,0,195
693,墨鱼,69,82,79.1999969482422,15.1999998092651,0.899999976158142,0,3.40000009536743,0,0.0199999995529652,0.0399999991059303,1.79999995231628,1.49000000953674,165.5,15,1,62,0,226
694,墨鱼（干，曼氏无针乌贼）,82,287,24.7999992370605,65.3000030517578,1.89999997615814,0,2.09999990463257,0,0.0199999995529652,0.0500000007450581,3.59999990463257,6.73000001907349,1744,82,23.8999996185303,62,0,316
695,牡蛎,100,73,82,5.30000019073486,2.09999990463257,0,8.19999980926514,27,0.00999999977648258,0.129999995231628,1.39999997615814,0.810000002384186,462.100006103516,131,7.09999990463257,62,0,100
696,泥蚶（珠蚶，血蚶）,30,71,81.8000030517578,10,0.800000011920929,0,6,6,0.00999999977648258,0.0700000002980232,1.10000002384186,0.280000001192093,354.899993896484,59,11.3999996185303,62,0,124
697,生蚝,100,57,87.0999984741211,10.8999996185303,1.5,0,0,0,0.0399999991059303,0.129999995231628,1.5,0.129999995231628,270,35,5.5,62,0,94
698,乌鱼蛋,73,66,85.3000030517578,14.1000003814697,1.10000002384186,0,0,0,0.00999999977648258,0.0399999991059303,2,10.539999961853,126.800003051758,11,0.300000011920929,62,0,243
699,乌贼（鲜，枪乌贼，台湾枪乌贼）,97,84,80.4000015258789,17.3999996185303,1.60000002384186,0,0,35,0.0199999995529652,0.0599999986588955,1.60000002384186,1.67999994754791,110,44,0.899999976158142,62,0,268
700,鲜贝,100,77,80.3000030517578,15.6999998092651,0.5,0,2.5,0,0,0.209999993443489,2.5,1.46000003814697,120,28,0.699999988079071,62,0,116
701,鲜赤贝,34,61,84.9000015258789,13.8999996185303,0.600000023841858,0,0,0,0,0.100000001490116,0.200000002980232,13.2200002670288,266.100006103516,35,4.80000019073486,62,0,0
702,鲜扇贝,35,60,84.1999969482422,11.1000003814697,0.600000023841858,0,2.59999990463257,0,0,0.100000001490116,0.200000002980232,11.8500003814697,339,142,7.19999980926514,62,0,0
703,鱿鱼（干，台湾枪乌贼）,98,313,21.7999992370605,60,4.59999990463257,0,7.80000019073486,0,0.0199999995529652,0.129999995231628,4.90000009536743,9.72000026702881,965.299987792969,87,4.09999990463257,62,0,871
704,鱿鱼（水浸）,98,75,81.4000015258789,18.2999992370605,0.800000011920929,0,0,16,0,0.0299999993294477,0,0.939999997615814,134.699996948242,43,0.5,62,0,0
705,章鱼（真蛸）,100,52,86.4000015258789,10.6000003814697,0.400000005960464,0,1.39999997615814,7,0.0700000002980232,0.129999995231628,1.39999997615814,0.159999996423721,288.100006103516,22,1.39999997615814,62,0,114
706,螯虾,31,93,80.0999984741211,14.8000001907349,3.79999995231628,0,0,1,0.0199999995529652,0.180000007152557,2.70000004768372,4.30999994277954,225.199996948242,85,6.40000009536743,63,0,0
707,白米虾（水虾米）,57,81,77.3000030517578,17.2999992370605,0.400000005960464,0,2,54,0.0500000007450581,0.0299999993294477,0,3.33999991416931,90.6999969482422,403,2.09999990463257,63,0,103
708,斑节对虾（草虾）,59,103,73.5999984741211,17.6000003814697,0.800000011920929,0,5.40000009536743,81,0,0,2.40000009536743,1.63999998569489,168.800003051758,59,2,63,0,148
709,长毛对虾（大虾，白露虾）,65,90,76.4000015258789,18.5,0.400000005960464,0,3,79,0.0299999993294477,0.0599999986588955,3.09999990463257,3.51999998092651,208.800003051758,36,2.90000009536743,63,0,136
710,刺姑（红大虾）,14,77,83.3000030517578,16,1.39999997615814,0,0,0,0.0299999993294477,0.180000007152557,3,0,86.8000030517578,0,14.5,63,0,98
711,东方对虾（中国对虾）,67,84,78,18.2999992370605,0.5,0,1.60000002384186,87,0.0199999995529652,0.109999999403954,0.899999976158142,3.92000007629395,133.600006103516,35,1,63,0,183
712,对虾,61,93,76.5,18.6000003814697,0.800000011920929,0,2.79999995231628,15,0.00999999977648258,0.0700000002980232,1.70000004768372,0.620000004768372,165.199996948242,62,1.5,63,0,193
713,海虾,51,79,79.3000030517578,16.7999992370605,0.600000023841858,0,1.5,0,0.00999999977648258,0.0500000007450581,1.89999997615814,2.78999996185303,302.200012207031,146,3,63,0,117
714,菠萝豆,100,392,4.09999990463257,10.3999996185303,2.09999990463257,0.100000001490116,82.8000030517578,0,0,0.0399999991059303,0.100000001490116,0.409999996423721,30,19,9,71,0,0
715,蚕豆（烤）,100,372,4.30000019073486,27,2,2.20000004768372,61.5999984741211,18,0.219999998807907,0.119999997317791,4.80000019073486,5.15999984741211,10.8999996185303,229,5.30000019073486,71,0,0
716,蚕豆（炸，开花豆）,100,446,10.5,26.7000007629395,20,0.5,39.9000015258789,5,0.159999996423721,0.119999997317791,7.69999980926514,5.15000009536743,547.900024414062,207,3.59999990463257,71,0,0
717,炒肝,100,96,84.8000030517578,2.79999995231628,8,0,3.29999995231628,150,0.00999999977648258,0.0199999995529652,2.09999990463257,0,259.600006103516,22,2.90000009536743,71,0,91
718,茶汤,100,92,75.1999969482422,1.5,0.100000001490116,0.100000001490116,21.3999996185303,0,0.0500000007450581,0.0399999991059303,0.400000005960464,0.25,23.6000003814697,17,1.10000002384186,71,0,0
719,春卷,100,463,23.5,6.09999990463257,33.7000007629395,1,33.7999992370605,0,0.00999999977648258,0.00999999977648258,3,3.89000010490417,485.799987792969,10,1.89999997615814,71,0,0
720,蛋糕（蛋清）,100,339,17.7999992370605,6.5,2.40000009536743,0,72.9000015258789,55,0.180000007152557,0.310000002384186,0,1.60000002384186,49,30,1.60000002384186,71,0,0
721,蛋糕（老年，烤）,100,383,14.6000003814697,13,9.60000038146973,0.600000023841858,61.2000007629395,75,0.170000001788139,0.310000002384186,2,3.72000002861023,118.5,96,4.40000009536743,71,0,0
722,蛋糕（奶油）,100,378,21.8999996185303,7.19999980926514,13.8999996185303,0.600000023841858,55.9000015258789,175,0.129999995231628,0.109999999403954,1.39999997615814,3.30999994277954,80.6999969482422,38,2.29999995231628,71,0,161
723,蛋糕,100,347,18.6000003814697,8.60000038146973,5.09999990463257,0.400000005960464,66.6999969482422,86,0.0900000035762787,0.0900000035762787,0.800000011920929,2.79999995231628,67.8000030517578,39,2.5,71,0,0
724,蛋糕（蒸，黄蛋糕）,100,320,27,9.5,6,0.200000002980232,56.9000015258789,48,0.129999995231628,0.0299999993294477,0.800000011920929,3.04999995231628,32,27,2.20000004768372,71,0,0
725,蛋黄酥,100,386,6.30000019073486,11.6999998092651,3.90000009536743,0.800000011920929,76.0999984741211,33,0.150000005960464,0.0399999991059303,4.19999980926514,1.08000004291534,100,47,3,71,0,0
